index,_id,tags,tags1
Deep Learning for Kids,61ff82486a34bd0882ec5cf3,"['Introduction Artificial Intelligence', 'Introduction to Deep Learning', 'Supervised learning', 'Unsupervised learning', 'Python basics', 'NumPy basics', 'Pandas basics ', 'TensorFlow', ""Kera's"", 'Artificial neural network', 'Convolution neural network', 'Projects', ['Introduction Artificial Intelligence', 'Introduction to Deep Learning', 'Supervised learning', 'Unsupervised learning', 'Python basics', 'NumPy basics', 'Pandas basics ', 'TensorFlow', ""Kera's"", 'Artificial neural network', 'Convolution neural network', 'Projects']]","Introduction Artificial Intelligence Introduction to Deep Learning Supervised learning Unsupervised learning Python basics NumPy basics Pandas basics  TensorFlow Kera's Artificial neural network Convolution neural network Projects ['Introduction Artificial Intelligence', 'Introduction to Deep Learning', 'Supervised learning', 'Unsupervised learning', 'Python basics', 'NumPy basics', 'Pandas basics ', 'TensorFlow', ""Kera's"", 'Artificial neural network', 'Convolution neural network', 'Projects']"
Image Processing,61ff808b6a34bdafb3ec5c5f,"['Image processing', 'OpenCV', 'Scikit', 'Color space', 'Creating Basic Drawings', 'Advanced OpenCV', 'Projects', 'MonalKumar', ['Image processing', 'OpenCV', 'Scikit', 'Color space', 'Creating Basic Drawings', 'Advanced OpenCV', 'Projects']]","Image processing OpenCV Scikit Color space Creating Basic Drawings Advanced OpenCV Projects MonalKumar ['Image processing', 'OpenCV', 'Scikit', 'Color space', 'Creating Basic Drawings', 'Advanced OpenCV', 'Projects']"
Statistics using Python,61ff7e786a34bd3f73ec5bd7,"['Introduction to Course', 'Introduction to Probability and statistics', 'Sets', 'Permutation and Combination', 'Statistics', 'Probability', 'Regression', 'Hypothesis testing', ['Introduction to Course', 'Introduction to Probability and statistics', 'Sets', 'Permutation and Combination', 'Statistics', 'Probability', 'Regression', 'Hypothesis testing']]","Introduction to Course Introduction to Probability and statistics Sets Permutation and Combination Statistics Probability Regression Hypothesis testing ['Introduction to Course', 'Introduction to Probability and statistics', 'Sets', 'Permutation and Combination', 'Statistics', 'Probability', 'Regression', 'Hypothesis testing']"
Raspberry Pi,61fd1c8b19e1a4f1c59c1706,"['Get started with Raspberry Pi', 'Understanding Raspberry Pi', 'Understanding of Protocol used in Raspberry Pi', 'Basics of  Electronic', 'OS Tour + Linux Fundamentals', 'Understanding Sensors and intergration with Raspberry Pi', 'Raspberry Programming', 'Raspberry Pi beginner projects', 'SunnyBhaveenChandra', ['Get started with Raspberry Pi', 'Understanding Raspberry Pi', 'Understanding of Protocol used in Raspberry Pi', 'Basics of  Electronic', 'OS Tour + Linux Fundamentals', 'Understanding Sensors and intergration with Raspberry Pi', 'Raspberry Programming', 'Raspberry Pi beginner projects']]","Get started with Raspberry Pi Understanding Raspberry Pi Understanding of Protocol used in Raspberry Pi Basics of  Electronic OS Tour + Linux Fundamentals Understanding Sensors and intergration with Raspberry Pi Raspberry Programming Raspberry Pi beginner projects SunnyBhaveenChandra ['Get started with Raspberry Pi', 'Understanding Raspberry Pi', 'Understanding of Protocol used in Raspberry Pi', 'Basics of  Electronic', 'OS Tour + Linux Fundamentals', 'Understanding Sensors and intergration with Raspberry Pi', 'Raspberry Programming', 'Raspberry Pi beginner projects']"
Fundamentals of Web Designing,61fd19dc19e1a417b49c163a,"['Introduction to the course', 'HTML Basic formatting tags ', 'HTML Basic Formatting Tags', 'Grouping Tags', 'HTML Hyperlink', 'HTML Headers', 'CSS', 'CSS Selectors', 'CSS Background Cursor', 'CSS Text font', 'CSS List Style', 'CSS Box Models', 'CSS Display Positioning', 'CSS Advanced', 'Hands-on Projects', 'MonalKumar', ['Introduction to the course', 'HTML Basic formatting tags ', 'HTML Basic Formatting Tags', 'Grouping Tags', 'HTML Hyperlink', 'HTML Headers', 'CSS', 'CSS Selectors', 'CSS Background Cursor', 'CSS Text font', 'CSS List Style', 'CSS Box Models', 'CSS Display Positioning', 'CSS Advanced', 'Hands-on Projects']]","Introduction to the course HTML Basic formatting tags  HTML Basic Formatting Tags Grouping Tags HTML Hyperlink HTML Headers CSS CSS Selectors CSS Background Cursor CSS Text font CSS List Style CSS Box Models CSS Display Positioning CSS Advanced Hands-on Projects MonalKumar ['Introduction to the course', 'HTML Basic formatting tags ', 'HTML Basic Formatting Tags', 'Grouping Tags', 'HTML Hyperlink', 'HTML Headers', 'CSS', 'CSS Selectors', 'CSS Background Cursor', 'CSS Text font', 'CSS List Style', 'CSS Box Models', 'CSS Display Positioning', 'CSS Advanced', 'Hands-on Projects']"
Class 8th Math,61fbd8c5b6020f796f1e8d9c,"['Algebra', 'Statistics', 'Geometry', 'Numbers', 'Mensuration', 'JayantTopnani', ['Algebra', 'Statistics', 'Geometry', 'Numbers', 'Mensuration']]","Algebra Statistics Geometry Numbers Mensuration JayantTopnani ['Algebra', 'Statistics', 'Geometry', 'Numbers', 'Mensuration']"
Class 7th Math,61fbd031b6020f027c1e8b50,"['Algebra', 'Geometry', 'Statistics', 'Numbers', 'Mensuration', 'JayantTopnani', ['Algebra', 'Geometry', 'Statistics', 'Numbers', 'Mensuration']]","Algebra Geometry Statistics Numbers Mensuration JayantTopnani ['Algebra', 'Geometry', 'Statistics', 'Numbers', 'Mensuration']"
Class 6th Math,61fbcdffb6020f1c5d1e89a5,"['Mensuration', 'Statistics', 'Algebra', 'Numbers', 'Geometry', 'Ratio Proportion', 'JawalaPrakash', ['Mensuration', 'Statistics', 'Algebra', 'Numbers', 'Geometry', 'Ratio Proportion']]","Mensuration Statistics Algebra Numbers Geometry Ratio Proportion JawalaPrakash ['Mensuration', 'Statistics', 'Algebra', 'Numbers', 'Geometry', 'Ratio Proportion']"
Class 9th Physics,61fba7b3238e3f360a8e0d73,"['Motion                          ', 'Force and Laws of  Motion', 'Gravitation', 'Work and energy', 'Sound', 'JawalaPrakash', ['Motion                          ', 'Force and Laws of  Motion', 'Gravitation', 'Work and energy', 'Sound']]","Motion                           Force and Laws of  Motion Gravitation Work and energy Sound JawalaPrakash ['Motion                          ', 'Force and Laws of  Motion', 'Gravitation', 'Work and energy', 'Sound']"
Class 10th Physics,61fba5f6238e3f12008e0cb0,"['Light – Reflection and Refraction', 'The Human Eye and the Colourful World', 'Magnetic effects of electric current', 'Sources of Energy', 'JawalaPrakash', ['Light – Reflection and Refraction', 'The Human Eye and the Colourful World', 'Magnetic effects of electric current', 'Sources of Energy']]","Light – Reflection and Refraction The Human Eye and the Colourful World Magnetic effects of electric current Sources of Energy JawalaPrakash ['Light – Reflection and Refraction', 'The Human Eye and the Colourful World', 'Magnetic effects of electric current', 'Sources of Energy']"
Class 8th Physics,61fba3ff238e3f0bf48e0c0f,"['Stars and the Solar System', 'Light', 'Some Natural Phenomena', 'Chemical Effects of Electric Current', 'Sound', 'Friction', 'Force and Pressure', 'JawalaPrakash', ['Stars and the Solar System', 'Light', 'Some Natural Phenomena', 'Chemical Effects of Electric Current', 'Sound', 'Friction', 'Force and Pressure']]","Stars and the Solar System Light Some Natural Phenomena Chemical Effects of Electric Current Sound Friction Force and Pressure JawalaPrakash ['Stars and the Solar System', 'Light', 'Some Natural Phenomena', 'Chemical Effects of Electric Current', 'Sound', 'Friction', 'Force and Pressure']"
Class 7th Physics,61fba27f238e3f01068e0b9c,"['Light', 'Motion and Time ', 'Wind Storm and Cyclone', 'Heat', 'Electric Current And its Effect', 'JawalaPrakash', ['Light', 'Motion and Time ', 'Wind Storm and Cyclone', 'Heat', 'Electric Current And its Effect']]","Light Motion and Time  Wind Storm and Cyclone Heat Electric Current And its Effect JawalaPrakash ['Light', 'Motion and Time ', 'Wind Storm and Cyclone', 'Heat', 'Electric Current And its Effect']"
Class 6th Physics,61fba13e238e3f0af28e0b56,"['Fun with Magnets', 'Electrictiy and Circuits', 'Light, Shadows and Reflections', 'Motion and Measurement of Distance', 'JawalaPrakash', ['Fun with Magnets', 'Electrictiy and Circuits', 'Light, Shadows and Reflections', 'Motion and Measurement of Distance']]","Fun with Magnets Electrictiy and Circuits Light, Shadows and Reflections Motion and Measurement of Distance JawalaPrakash ['Fun with Magnets', 'Electrictiy and Circuits', 'Light, Shadows and Reflections', 'Motion and Measurement of Distance']"
Class 7th Biology,61fae64d238e3f4a648e0aed,"['Nutrition in Plants', 'Nutrition in Animals', 'Weather, Climate and Adaptations of Animals to Climates', 'DrNishthaJain', ['Nutrition in Plants', 'Nutrition in Animals', 'Weather, Climate and Adaptations of Animals to Climates']]","Nutrition in Plants Nutrition in Animals Weather, Climate and Adaptations of Animals to Climates DrNishthaJain ['Nutrition in Plants', 'Nutrition in Animals', 'Weather, Climate and Adaptations of Animals to Climates']"
Class 10th Math,61fae53f238e3f27d88e0992,"['Algebra', 'Geometry', 'Statistics', 'Probability', 'Coordinate Geometry', 'JayantTopnani', ['Algebra', 'Geometry', 'Statistics', 'Probability', 'Coordinate Geometry']]","Algebra Geometry Statistics Probability Coordinate Geometry JayantTopnani ['Algebra', 'Geometry', 'Statistics', 'Probability', 'Coordinate Geometry']"
Class 9th Math,61fae406238e3fef5d8e07b9,"['Algebra', 'Geometry', 'Statistics', 'Probability', 'Number Systems', 'JayantTopnani', ['Algebra', 'Geometry', 'Statistics', 'Probability', 'Number Systems']]","Algebra Geometry Statistics Probability Number Systems JayantTopnani ['Algebra', 'Geometry', 'Statistics', 'Probability', 'Number Systems']"
Class 8th Biology,61fae20a238e3fd77a8e0383,"['Crop Production and management', 'Microorganisms Friend and Foe', 'Conservation of Plants and Animals', 'Cell Structure and Function', 'Reproduction in Animals', 'Reaching the age of adolescence', 'DrNishthaJain', ['Crop Production and management', 'Microorganisms Friend and Foe', 'Conservation of Plants and Animals', 'Cell Structure and Function', 'Reproduction in Animals', 'Reaching the age of adolescence']]","Crop Production and management Microorganisms Friend and Foe Conservation of Plants and Animals Cell Structure and Function Reproduction in Animals Reaching the age of adolescence DrNishthaJain ['Crop Production and management', 'Microorganisms Friend and Foe', 'Conservation of Plants and Animals', 'Cell Structure and Function', 'Reproduction in Animals', 'Reaching the age of adolescence']"
Class 6th Biology,61fadc0e238e3fa6988e026d,"['Food - Where does it come from?\n\n\n', 'Components of Food', 'Getting to know Plants', 'Body Movements', 'The living organisms and their surroundings\n\n\n\n', 'Water', 'DrNishthaJain', ['Food - Where does it come from?\n\n\n', 'Components of Food', 'Getting to know Plants', 'Body Movements', 'The living organisms and their surroundings\n\n\n\n', 'Water']]","Food - Where does it come from?


 Components of Food Getting to know Plants Body Movements The living organisms and their surroundings



 Water DrNishthaJain ['Food - Where does it come from?\n\n\n', 'Components of Food', 'Getting to know Plants', 'Body Movements', 'The living organisms and their surroundings\n\n\n\n', 'Water']"
Class 10th Biology,61fada07238e3f6f998e0172,"['Life processes', 'Control and coordination', 'How do organisms reproduce', 'Heredity and evolution', 'Our environment', 'Sustainable management of natural resources', 'DrNishthaJain', ['Life processes', 'Control and coordination', 'How do organisms reproduce', 'Heredity and evolution', 'Our environment', 'Sustainable management of natural resources']]","Life processes Control and coordination How do organisms reproduce Heredity and evolution Our environment Sustainable management of natural resources DrNishthaJain ['Life processes', 'Control and coordination', 'How do organisms reproduce', 'Heredity and evolution', 'Our environment', 'Sustainable management of natural resources']"
Game Development using Unity,61fad729238e3f32d28e00a5,"['Introduction using Unity', 'Introduction to game engine', 'Introduction to C# programming', '2D physics concepts', 'Introduction to animation', '3D game development', 'Publishing games to various platforms', ['Introduction using Unity', 'Introduction to game engine', 'Introduction to C# programming', '2D physics concepts', 'Introduction to animation', '3D game development', 'Publishing games to various platforms']]","Introduction using Unity Introduction to game engine Introduction to C# programming 2D physics concepts Introduction to animation 3D game development Publishing games to various platforms ['Introduction using Unity', 'Introduction to game engine', 'Introduction to C# programming', '2D physics concepts', 'Introduction to animation', '3D game development', 'Publishing games to various platforms']"
Scratch Programming for kids,61fad701238e3fd4b58e0019,"['Introduction to programming ', 'Working with sprites', 'Scratch components', 'Scratch Motion block', 'Scratch Looks block', 'Scratch Sound block', 'Scratch Control block', 'Scratch Sensing block', 'Scratch Operators', 'Scratch Variables', ['Introduction to programming ', 'Working with sprites', 'Scratch components', 'Scratch Motion block', 'Scratch Looks block', 'Scratch Sound block', 'Scratch Control block', 'Scratch Sensing block', 'Scratch Operators', 'Scratch Variables']]","Introduction to programming  Working with sprites Scratch components Scratch Motion block Scratch Looks block Scratch Sound block Scratch Control block Scratch Sensing block Scratch Operators Scratch Variables ['Introduction to programming ', 'Working with sprites', 'Scratch components', 'Scratch Motion block', 'Scratch Looks block', 'Scratch Sound block', 'Scratch Control block', 'Scratch Sensing block', 'Scratch Operators', 'Scratch Variables']"
